Comment,Hatespeech
"citatapasakoti tau apie laisva zmogaus pasirinkima ir norejima keisti ir pasikeisti, yra beprasmiska."" Tai vat aš misliju koks laisvas pasirinkimas, ar valgyti grikių košę ar ryžių košę, ar dėvėti batus, ar klumpes....toks tai vat pas jus pasirinkimas...per nepriklausomybės metus nei vieno stambesnio projekto neįgyvendinot, viską išpardavėt, privatizavot, išvogėt, bet su buku užsispyrimu mokinant kitus (Rusiją) kaip reikia demokratiškai gyventi...belieka tik jums dar sušokti klumpakojį....""",No
su kuom tu snargliau tvarkysies nueisi iki pasto pasalpa paimsi isgersi ir toliau komentaruose kovosi isgeres nejuokink cia zmoniu narkomane,No
tačiau mes teisingai išsirinksim prezidentę ir nieko nebijosim,No
"puls ubagyna,kur pensijos 600",No
"Kalbejau su ruseliu, tai sake prasti reikalai pas juos...sunku valiuta pasikeist, o algos mazos..tai mesos reciau perka..",No
Ar dar nenusibodo trolinti?,No
"Kremlius gerai apsaugotas,kodėl jis mano ,kad kariauti pvyks tik svetimose teritorijose?",No
"Baikit gasdinti ekspertai"" nusibodusi tema""",No
Siaip rusijoje minimalke tik 400 lt....mazoka..,No
manai pusė metro vepezonių praeis už argumentą?,No
"Ligonis is Kauno psichiatrijos klinikos su IP: 88.222.155.7 vel isivaizduoja esas emigrantu...Zmogus labai norejo emigruoti, bet pritruko pinigu bilietui. Va protelis ir pasimaise. Dabar sedi palatoje kartu su Napoleonu ir mezga berete",No
"Rusija su rusais buvo tokie pat Sovietines sistemos aukos todėl iki šiol šlovina staliną, kuris juos galabijo milijonais?",No
"Ką čia dar galima komentuoti? Su tautinės spaudos diena jau sveikinau, dabar pasveikinsiu su lietuviškomis naujienomis. Švieskitės, piliečiai, kad gyventumet vis geriau ir geriau, kaip kad sako mūsų, ar jų bankininkai.",No
"Pasol von is cia, jei nepatinka, susitvarkysim ir be tokiu kaip tu...",No
"gal jis užmiršo ,kuom baigėsi Hitleriui.",No
diena po trys ekspertus :D,No
"nors sako, kad sovietai is esmes idejas teisingas turejo: laisve lygybe ir panasiai tik igyvendinamos jos buvo neteisingai...",No
"cia tikriausiai ir vokieciai buvo aukos"" garbinusios fiureri? neskiesk. ten 80 procentu svajoja apie revansa, vietoj to, kad statytu civilizuota sali.""",No
"Ir vel tas pats ekspertas ? Ar cia Delfi burbulus pucia ? Kaip gerai, kad Delfi artimai bendrauja su visais geriausiais ekspertais ir nedelsiant pranesa apie kiekviena ju pirstelejima (po 10 kartu per diena). Delfi nebepusk tu burbulu...",No
Nekreipkit demesio..tai trolis raso...,No
sorry sovietines is didziosios raides parasiau :),No
"Ekspertui Tau ekspertai būtina gydyti didybes maniją. Netgi Bardak Obama su savo patarėjais, ekspertais ir panašiais klapčiukais netgi nesusapnavo V.Putino veiksmus Ukrainoje.Tu netgi ne bandyk spėlioti, per silpnas tavo protas.",No
"tu garbusis suikisk savo dirbtini mandaguma i ten, kur nelenda. ir nepasakok tu man apie rusija. buvau, puikiai zinau, kaip ir kas ten veikia. be maskvos (pastatytos ant naftos) ten nieko daugiau nera. skyle, kuri niekada netaps civilizuota valstybe. o atsakyti i klausima, ka valdzia padare del tokiu zmogu, kaip tu, kurie ne pirsto nepajudins del savo salies, as atsakineti nesiruosiu. nes pasakoti tau apie laisva zmogaus pasirinkima ir norejima keisti ir pasikeisti, yra beprasmiska.",No
Kad puls tai durniui aisku bet kada? va cia jau reikia eksperto,No
"prikolnas bajeris :), bet uz ka to Landzbergio nekesti? tai jis nekencia rusu tik man iki siol neaisku uz ka? Rusija su rusais buvo tokie pat Sovietines sistemos aukos kaip ir Lietuva kaip Ukraina kaip Kazahstanas ir Uzbekistanas...",No
"Padarys pertrauka, pasitars su Obamą ir kai puls. Vaikučiai, čia didelių dėdžių žaidimai ir eikite nuo tos smėlio dėžės.",No
"Valdzia mielas ponuli ir neturi daryti kazko gero, gera turi daryti pats zmogus, juk valdzia nepamaitins su saukstu, svarbu, kad valdzia netrukdytu daryti gera ir kurti geresne ateiti, vo tep kurmiai protingieji.",No
"Durniuk tu, kodėl Ukrainos rusai (kas ir yra ukrainiečiai) kariaus su Rusijos rusais? Amerų statytinis triušis Jaiceniūchas - ne Ukraina, galicajai fašistai - taip pat. Du trečdaliai Ukrainos nenori nei NATO, nei ES, nepriklausomai nuo Lietuvos politikų lakstymo po maidanus su visokiom kojinėm (ar pirštinėm). O tu įsivaizduoji, kad jie kariaus tarpusavyje, didžiam NATO džiaugsmui?",No
"Durniuk tu, kodėl Ukrainos rusai (kas ir yra ukrainiečiai) kariaus su Rusijos rusais? Amerų statytinis triušis Jaiceniūchas - ne Ukraina, galicajai fašistai - taip pat. Du trečdaliai Ukrainos nenori nei NATO, nei ES, nepriklausomai nuo Lietuvos politikų lakstymo po maidanus su visokiom kojinėm (ar pirštinėm). O tu įsivaizduoji, kad jie kariaus tarpusavyje, didžiam NATO džiaugsmui?",No
tam '' ekspertui'' laikas jau miegoti.... rytoj tegu seka pasakų tęsinį...,No
"Matai, skirtumas tas, kad Chruscovas neturejo teise dovanoti Rusijos teritoriju. Jis buvo Sovietu sajungos vadovas, o ne Rusijos.... Jeigu Lietuva butu Kirgizijai padovanojes, tu tai irgi pripazintum?",No
"v.Putinas tikras lyderis-pasaulio politikas nr 1 ! saunuolis, ne pataikunas , ne bailys, ne veidmainys, ne isverstaskuris ir t.t o delfio propagandai tik pilt pamazgas ant Rusijos, bet jau zmones pradeda atsipeiket ir supranta ,kad PROPAGANDA tai juk visa lietuviska ziniasklaida ir ypac delfis , lrytas ir 15 min, grynai proamerikoniski portalai",No
Nekreipkit demesi i sita troli...,No
hitleris ir stalinas viename,No
"Nei viena valdzia nei vienoje normalioje salyje nieko nedalina...kas dirba, tas uzdirba....jei tavo poziuris, kad tau valdzia kazka turi duoti, tai man taves labai gaila...",No
"Ligonis is Kauno psichiatrijos klinikos su IP: 88.222.155.7 vel isivaizduoja esas emigrantu...Zmogus labai norejo emigruoti, bet pritruko pinigu bilietui. Va protelis ir pasimaise. Dabar sedi palatoje kartu su Napoleonu ir mezga berete.",No
"Ukrainos rytų ir vakarų gyventojai nesusitars niekada,nes jų esminės vertybės priešingos.Varams Bandera-didvyris,kovojąs už Ukrainos nepriklausomybę ir su bolševikais ir su fašistais,rytams - fašistas,banditas.Jei ne Rusija,kuri prisijungs Ukrainos rytus,geriausia išeitis būtų dvi Ukrainos kaip Čekija ir Slovakija iš Čekoslovakijos.Todėl dabar Ukrainos abiejų pusių elitui milžiniška užduotis-surasti tą vidurį,atmetant visus kraštutinumus,įtvirtinti tai įstatymais ir griežtai kovoti su pažeidimais.Tada gal Ukraina ir išliks dabartinėse sienose. ??? ???? ?????? ???????!",No
"Neblogas pralaimėjimas"" - su Krymu ir visa Juodąja jūra. :)) kad Lietuvai tokį ""pralaimėjimą"".""",No
"manęs, garbusis, įžeidinėti nereikia, aš juk tavęs neįžeidinėju...rinkimuose dalyvaudavau, t.y. eidavau į rinkimus ir savo biuletenį sugadindavau. Ten kur dirbu (Rusijoje), valdžios nekeikiu, kadangi minėta valdžia ŽYMIAI geresnė negu lietuvių. O visgi, tai ką gero lietuvių tautai davė dabartinė valdžia? Aš kalbu apie normalias lietuvių šeimas, kurie dirba, negeria, moka mokesčiu?",No
"Emigrant,rašė,,Niėko Rusija neateme.Atsieme Krima,kuri girtas Chrustčiovas,buvo ukrainai padovanojes,,, Tai noretčiau,aš tamstos paklaust,jeigu tu man padovanoji sakikim kokia nors proga laikrodi,šitą iviki matant daugybei žmonių,o praejus kokiam dešimtmetčiui,tiema patiems žmonems matant tu grubiai,tą laikrodi iš manes atsiimi,,, Tai,kokia,nuomone,tavo nuomone bus apie tave,tu žmonių kurie tą iviki stebejo. Manau,kartu su tavim alaus stengtusi jie kartu negerti ..........na žinoma,gal tu butum abstinentas.Turiu galvoje,tuos žmones kurie,mate tą iviki su laikrodžiu.",No
"Uztat didzioji dalis rasliavos kaip is jumoro zurnalu.....:)Nei vieno rimtu veidu neimanoma skaityti, juokas ima nors tu ka.....",No
"kokia rinkai valdzia - tokia ir turejai. dunduk. galiu lazintis, kad dabar isvaziaves issijuoses ten keiki vietine valdzia... nes ka ji del taves padare...",No
Eilinis DELFI kliedesys.,No
Tai ko sedi vakaruose?:),No
"Rusija su Kinija ne tik nekariaus, bet kurs Eurazijos Imperiją Tikrai taip. Mes Lietuva su Rusais susijungę 1940 irgi drauge kūrėme Eurazijos Imperiją.:)))) Drakono Sostui tas Kremlius bus tik kaimas, žmogau... Jei ne šiandien, tai po 10-15 metų santykis bus būtent toks.",No
"Kinai masto kitaip nei Vakarai , kitaip nei Rusija . Tai kita civilizacija . Kalbos apie Kinijos - Rusijos sajunga yra absurdiskos . Tam tesiog nera pagrindo . O musu civilizacijoje suprantamas Saltasis karas tarp rytu ir vakaru , kurio seselius nori atgaivinti Rusija - jiems tesiog nusispjauti . Kinijos politines ambicijos ne smelio dezeje zaisti su rusais , kuriant planus kur vakarams pagali ikisti . Rusai tesiog neturi ka pasiulyti Kinams ilgoje perspektyvoje . Galia , jega , atsvara JAV ? taciau kam to reikia ? . Tai nepades susitaikyti su Taivanu , o ta galia bus tik popierine . Rusai negales padeti pries Japonija , P.Koreja , Taivana , Indija , Vietnama . Rusu istraukimas duos naudos tik tiek , kad JAV itrauks NATO ir visa Europa . Tai asies likimas . Kinai tvarkingai ir ramai tvarkosi , statosi pamatus , ju kulturoje nera asmeniniu stipriai isreikstu ambiciju , kas matyti V.Putine . Jie masto i ilga laikotarpi - jie pastatys ekonomika , ju vaikai kariuomene , o anuku - paims teritorijas . Aisku , progai pasitaikius svarstytu rizika . Taciau kam sudarineti ilgalaiki karini bloka , kuris neturi ateities , kam erzinti amerikonus , kuriems negaletu pasipriesinti , nuo kuriu priklauso ekonomika ir kartu viskas kita ? Ir galiausiai suvokdami , kad plesti valstybe bus lengviausiai ne i rytus ar pietus , ar vakarus , visos kryptis formuojasi i karinius blokus, virsta gresmingomis barikadomis , o siaureje susirandi sajungininka , kuris tau negali padeti , bet ji pati puldamas pasiimtu visus Tolymuosius rytus , Sibira , Mongolija , iki pat Uralo gali eiti . Kinais Rusija negali pasitiketi . Saltojo karo metais ji nepadejo sovietams , nors buvo socialiste , o Mao turejo daug daugiau bendra su Stalinu , Chrusciovu , nei su kitais lyderiais . Buvo neutralus , tokie liko ir sendien . Jie tesiog dirba ties savo valstybe , nenori del mazos pagundos ruzikuoti , o atejus laikui eis ten , kur maziausiais pasipriesinimas .",No
"Kinai masto kitaip nei Vakarai , kitaip nei Rusija . Tai kita civilizacija . Kalbos apie Kinijos - Rusijos sajunga yra absurdiskos . Tam tesiog nera pagrindo . O musu civilizacijoje suprantamas Saltasis karas tarp rytu ir vakaru , kurio seselius nori atgaivinti Rusija - jiems tesiog nusispjauti . Kinijos politines ambicijos ne smelio dezeje zaisti su rusais , kuriant planus kur vakarams pagali ikisti . Rusai tesiog neturi ka pasiulyti Kinams ilgoje perspektyvoje . Galia , jega , atsvara JAV ? taciau kam to reikia ? . Tai nepades susitaikyti su Taivanu , o ta galia bus tik popierine . Rusai negales padeti pries Japonija , P.Koreja , Taivana , Indija , Vietnama . Rusu istraukimas duos naudos tik tiek , kad JAV itrauks NATO ir visa Europa . Tai asies likimas . Kinai tvarkingai ir ramai tvarkosi , statosi pamatus , ju kulturoje nera asmeniniu stipriai isreikstu ambiciju , kas matyti V.Putine . Jie masto i ilga laikotarpi - jie pastatys ekonomika , ju vaikai kariuomene , o anuku - paims teritorijas . Aisku , progai pasitaikius svarstytu rizika . Taciau kam sudarineti ilgalaiki karini bloka , kuris neturi ateities , kam erzinti amerikonus , kuriems negaletu pasipriesinti , nuo kuriu priklauso ekonomika ir kartu viskas kita ? Ir galiausiai suvokdami , kad plesti valstybe bus lengviausiai ne i rytus ar pietus , ar vakarus , visos kryptis formuojasi i karinius blokus, virsta gresmingomis barikadomis , o siaureje susirandi sajungininka , kuris tau negali padeti , bet ji pati puldamas pasiimtu visus Tolymuosius rytus , Sibira , Mongolija , iki pat Uralo gali eiti . Kinais Rusija negali pasitiketi . Saltojo karo metais ji nepadejo sovietams , nors buvo socialiste , o Mao turejo daug daugiau bendra su Stalinu , Chrusciovu , nei su kitais lyderiais . Buvo neutralus , tokie liko ir sendien . Jie tesiog dirba ties savo valstybe , nenori del mazos pagundos ruzikuoti , o atejus laikui eis ten , kur maziausiais pasipriesinimas .",No
"Kinai masto kitaip nei Vakarai , kitaip nei Rusija . Tai kita civilizacija . Kalbos apie Kinijos - Rusijos sajunga yra absurdiskos . Tam tesiog nera pagrindo . O musu civilizacijoje suprantamas Saltasis karas tarp rytu ir vakaru , kurio seselius nori atgaivinti Rusija - jiems tesiog nusispjauti . Kinijos politines ambicijos ne smelio dezeje zaisti su rusais , kuriant planus kur vakarams pagali ikisti . Rusai tesiog neturi ka pasiulyti Kinams ilgoje perspektyvoje . Galia , jega , atsvara JAV ? taciau kam to reikia ? . Tai nepades susitaikyti su Taivanu , o ta galia bus tik popierine . Rusai negales padeti pries Japonija , P.Koreja , Taivana , Indija , Vietnama . Rusu istraukimas duos naudos tik tiek , kad JAV itrauks NATO ir visa Europa . Tai asies likimas . Kinai tvarkingai ir ramai tvarkosi , statosi pamatus , ju kulturoje nera asmeniniu stipriai isreikstu ambiciju , kas matyti V.Putine . Jie masto i ilga laikotarpi - jie pastatys ekonomika , ju vaikai kariuomene , o anuku - paims teritorijas . Aisku , progai pasitaikius svarstytu rizika . Taciau kam sudarineti ilgalaiki karini bloka , kuris neturi ateities , kam erzinti amerikonus , kuriems negaletu pasipriesinti , nuo kuriu priklauso ekonomika ir kartu viskas kita ? Ir galiausiai suvokdami , kad plesti valstybe bus lengviausiai ne i rytus ar pietus , ar vakarus , visos kryptis formuojasi i karinius blokus, virsta gresmingomis barikadomis , o siaureje susirandi sajungininka , kuris tau negali padeti , bet ji pati puldamas pasiimtu visus Tolymuosius rytus , Sibira , Mongolija , iki pat Uralo gali eiti . Kinais Rusija negali pasitiketi . Saltojo karo metais ji nepadejo sovietams , nors buvo socialiste , o Mao turejo daug daugiau bendra su Stalinu , Chrusciovu , nei su kitais lyderiais . Buvo neutralus , tokie liko ir sendien . Jie tesiog dirba ties savo valstybe , nenori del mazos pagundos ruzikuoti , o atejus laikui eis ten , kur maziausiais pasipriesinimas .",No
"Labai gera A.Merkel dovana Kinijai. Toliau savo eilės laukia ir Japonija. Rusija pradėjo be galo pavojingą žaidimą su Ukraina. Rusija šiuo metu turi galios ir noro aneksuoti visą rytinę ir pietinę Ukrainos dalį; Ukraina per silpna pasipriešinti. Todėl pilnai gali būti, kad Rusija gali įvykdyti aneksiją, tačiau jos kaina bus milžiniška kai Kinija ir Japonija išlauks savo valandos ir šiame amžiuje pareikš pretenzijas į savo istorines žemes ir savo tautinių mažumų apsaugojimą.",No
"Susijungus valstybėms kinijai ir Rusijai ne branduolinis arsenalas bus pagrindinis argumentas o milijardinė Kinija prieš tautinę mažumą siekiančią, o gal net nesiekiančią 100 milijonų . Rusai turės džiaugsmo jei jiems bent darželiuose bus leista naudoti gimtąją kalbą...",No
"sitas straipsnis paskebtas pries pora dienu,ir jau publikuotas Kinijoje.Taip,kad raminkites su Balandzio 1 del sito butent",No
"kinija didziausia karine galia po rusijos. pagal turimus pinigus (vien oficialus karinis biudzetas yra antras pasaulyje) ir valstybes valdymo modeli, dar drisciau suabejoti kas uzima antra vieta. jei ne siai dienai, tai 5-10 metu laikotarpiu mano nuomone rusija su kinija susikeis vietomis. bendrai paemus joks sveiko proto vadovas karo nenori ir negali noreti, bet turint nestabilu branduolini kaimyna greita operacija gali pasirodyti geresne iseitis nei ilgas spjaudymas i veida.",No
Eilinis bandymas ikalti klyna terp rusijos ir kinijos. Nemanau kad pavyks.,No
"gal būt tai balandžio 1-osios pokštas ,bet tolimuose rytuose tai labai rimta problema ir jau svarstyta pačiu aukščiausiu lygiu...eina tyli kiniečių ekspansija į visą tolimujų rytų regioną ,tam tinkami visi istatymų leidžiami būdai ,tai nekilnojamo turto pirkimas ,bendros įmonės ir įpač -vestuvės...kinas vedęs rusę ir isitvirtinęs Rusijoje gauna premija iš Kinijos,nes pagal kinų įstatymus jo vaikai -kiniečiai ,nesvarbu ,kad Rusijoje gimę...taip jie tyliai daro tą ,ką rusai padarė Kryme -kinų viršenybe skaičiumi prieš rusus...o ką toliau daryti -tai patys rusai parodė Kryme...pridursiu ,jog visos salos dėl kuriu prie Brežnevo kariavo ,dabar kinų -tarp jų ir Damanskio",No
"gal būt tai balandžio 1-osios pokštas ,bet tolimuose rytuose tai labai rimta problema ir jau svarstyta pačiu aukščiausiu lygiu...eina tyli kiniečių ekspansija į visą tolimujų rytų regioną ,tam tinkami visi istatymų leidžiami būdai ,tai nekilnojamo turto pirkimas ,bendros įmonės ir įpač -vestuvės...kinas vedęs rusę ir isitvirtinęs Rusijoje gauna premija iš Kinijos,nes pagal kinų įstatymus jo vaikai -kiniečiai ,nesvarbu ,kad Rusijoje gimę...taip jie tyliai daro tą ,ką rusai padarė Kryme -kinų viršenybe skaičiumi prieš rusus...o ką toliau daryti -tai patys rusai parodė Kryme...pridursiu ,jog visos salos dėl kuriu prie Brežnevo kariavo ,dabar kinų -tarp jų ir Damanskio",No
"Būtent taip ir bus. Visiems kvailiukams svaigstantiems apie tai, kad Kinija nori atsikasti Sibiro - to nebus. Rusija su KInija niekada nekariaus. Pačiai Kinijai nėra naudinga turėti branduolinį psichuojantį kaimyną. Kinija stengsis gražiuoju išspręsti problemas. TIketinas problemos sprendimas - Kinijos ir Rusijos vadovai draugiškai susitars dėl didelės kinų dalies gyvenančios Sibire, galbūt bus sukurta autonomija ar pan. Bet jokio karo nebus. Kinija turėtų būti beprotė, kad erzinti Rusiją, Rusija didžiausia karinė galia po JAV.",No
"Ne, tai tik priminimas, kad Rusijos ""argumentai"" teisinant Krymo užgrobimą yra nekorektiški, kad kiniečiams nereiktų sekti beprotišku Putino poelgiu.",No
"kam jiems jį grąžinti kai ir taip ten kinai gyvena,o ne amerikiečiai...ar turkai... Kinijai reikia tuščios,derlingos žemės",No
"kam jiems jį grąžinti kai ir taip ten kinai gyvena,o ne amerikiečiai...ar turkai... Kinijai reikia tuščios,derlingos žemės",No
"kam jiems jį grąžinti kai ir taip ten kinai gyvena,o ne amerikiečiai...ar turkai... Kinijai reikia tuščios,derlingos žemės",No
"Nors Stalino ir Mao Dzeduno profiliai buvo piešiami ant daugelio plakatų, tokio tipo diktatoriai buvo pagrįstai įtarūs vienas kito atžvilgiu. Vėlesnis Damanskio salos skandalas ir Baikalo Amūro magistralė (BAM) netiesiogiai susiję. Rusija negalėjo pasitikėti arti Kinijos sienos esančia Transsibiro magistrale ir didelėmis pastangomis pastatė vienbėgę magistralę ir neseniai netgi iškasė jungiantį 15 km tunelį. Karo tarp dviejų branduolinių valstybių galimybės daugiau teorinės. Ta supranta ir šių didžiulių šalių politikai. Tad Sibiro platybės po truputį susigrąžinamos ""minkštu"" būdu, per ten darbą dirbančius kinus, kurių Sibire nuosekliai didėja, o kai kur sudaro net ištisines gyvenvietes. CITUOJU IŠ 2011m. ŽINIASKLAIDOS Tarp ekspertų nėra vieningo sutarimo dėl Kinijos planų Rusijos atžvilgiu. Viešojoje erdvėje populiari nuomonė, kad už Uralo rusų greitai visai neliks, o kinų ten amžiaus viduryje gali būti vos ne 10 milijonų, ir tai taps puikiu pretekstu Kinijai „apginti tėvynainių teises“. Jau 2002 m. žinoma Rusijos demografijos specialistė Ž. Zainočkovskaja pažymėjo, kad Rusijos pasienio regionuose vienu metu gali būti apie 200–300 tūkstančių kinų. Ilgai dirbęs Kinijoje kaip sovietinės užsienio žvalgybos agentas ir gerai išmanantis kinų mentalitetą (visiškai perprasti jį ne kinui be galo sunku) A. Deviatovas mano, kad Pekinui nereikia imtis karinės agresijos prieš Rusiją siekiant jos Sibiro ir Tolimųjų Rytų. Pasak jo, šios žemės Kinijai yra strategiškai svarbios, bet naudos iš jų ji pasistengs gauti ne ginklu, o gudrumu. Be to, ekspertas pareiškė: „Rusija ir Kinija – kaimynai flange. Frontas yra nukreiptas Ramiojo vandenyno kryptimi. (...) Pagrindinis priešas – tai JAV“. Politinės ir karinės analizės instituto direktoriaus pavaduotojas A. Chramčichinas neabejoja, kad Kinijos agresija prieš Rusiją tėra laiko klausimas. „Kinija objektyviai nėra gyvybinga dabartinėse savo sienose. Ji turi tapti didesnė, jeigu nenori tapti mažesne. Ji negali apsieiti be išorinės ekspansijos, kurios tikslas būtų resursų ir teritorijų užgrobimas. Tokia realybė. Be to, nereikia išsigalvoti, kad pagrindine Kinijos ekspansijos kryptimi taps Pietryčių Azija. Ten per mažai teritorijos ir išteklių ir labai daug vietinių gyventojų. Atvirkštinė situacija – labai daug teritorijos, daugybė išteklių ir visai mažai gyventojų – Kazachstane ir azijinėje Rusijos dalyje“, – tvirtina analitikas. „Taip jau išėjo, kad žmogui psichologiškai lengviau varžytis ir kariauti su tais, kurie panašūs į jį. Užkariauti azijiečius mongoloidus (visas Ramiojo vandenyno regionas) kinams bus lengva, bet kaip užtikrinti europiečių ar rusų, kurių prigimtis jiems yra visai nežinoma, paklusnumą? Dominuoti ginklo jėga pernelyg neefektyvu, o socialinės arba, jei norite, psichologinės dominavimo pasaulyje sistemos Kinija pasiūlyti negali – dėl grynai biologinių priežasčių. Etniniai skirtumai tarp mūsų per dideli, europinės rasės kodo kinai nesulaužys, kaip ir mes jų“, – konstatavo forumo dalyvis. Kita vertus, yra nuomonė, kad gyvenantiems Sibire ir Tolimuosiuose Rytuose rusams patiks kinų įvesta tvarka bei dėmesys regionų raidai ir jie nesipriešins Kinijos ekspansijai. Žiūrint iš ruso savimonės pusės, šis argumentas yra abejotinas: rusai visada priešinosi užkariautojui, kad ir kokia sunki būtų jų padėtis, ir todėl kinus jie sutiks greičiau su neapykanta nei ištiestomis rankomis (ką jau kalbėti apie kinų kariavimo tradicijas: puldami jie negaili nieko, ir tai tik paskatintų rusų pyktį). Žinoma, didesnę vietinių gyventojų dalį galima tiesiog išnaikinti ir apgyvendinti užimtas teritorijas savo darbo jėga. Tačiau egzistuoja nuomonė: kad ir kokie ištvermingi ir darbštūs būtų kinai, rusiško Sibiro ir Tolimųjų Rytų klimatas nėra jiems priimtinas ir važiuotų jie ten visam laikui tik kraštutiniu atveju.",No
